Date,Open,High,Low,Close,Volume
12-Jan-17,5.23,5.25,4.97,5.21,65000
13-Jan-17,5.22,5.45,5.22,5.32,73600
17-Jan-17,5.28,5.31,5.01,5.16,42400
18-Jan-17,5.23,5.4,5.18,5.31,117500
19-Jan-17,5.17,5.23,5.04,5.12,56200
20-Jan-17,5.09,5.22,4.95,5.16,37100
23-Jan-17,5.2,5.32,5.19,5.24,38600
24-Jan-17,5.22,5.39,5.22,5.28,116700
25-Jan-17,5.28,5.38,5.23,5.27,32600
26-Jan-17,5.19,5.32,5.18,5.24,13100
27-Jan-17,5.24,5.24,5.1,5.18,14400
30-Jan-17,5.13,5.15,5.02,5.14,59800
31-Jan-17,5.08,5.16,5.0,5.04,38200
01-Feb-17,5.09,5.14,4.72,5.02,90300
02-Feb-17,5.05,5.26,4.88,5.09,94500
03-Feb-17,5.05,5.17,5.04,5.1,52300
06-Feb-17,5.1,5.12,5.05,5.06,23200
07-Feb-17,5.06,5.1,5.0,5.01,28700
08-Feb-17,4.96,5.01,4.92,4.98,43300
09-Feb-17,5.0,5.05,4.91,4.97,23300
10-Feb-17,4.93,5.0,4.91,4.94,24100
13-Feb-17,4.94,4.97,4.92,4.96,28600
14-Feb-17,4.9,4.94,4.75,4.83,47300
15-Feb-17,4.86,4.88,4.77,4.85,32600
16-Feb-17,4.82,4.83,4.64,4.68,16600
17-Feb-17,4.69,4.83,4.69,4.8,60000
21-Feb-17,4.84,4.99,4.82,4.85,57400
22-Feb-17,4.82,4.91,4.66,4.89,55700
23-Feb-17,4.61,5.01,4.61,4.98,55700
24-Feb-17,4.9,5.06,4.85,4.95,21600
27-Feb-17,4.95,5.0,4.89,4.94,26600
28-Feb-17,4.88,4.98,4.77,4.87,28800
01-Mar-17,4.97,4.98,4.77,4.86,26600
02-Mar-17,4.82,4.93,4.74,4.9,31800
03-Mar-17,4.83,4.98,4.66,4.85,56600
06-Mar-17,4.81,4.97,4.63,4.65,69600
07-Mar-17,4.68,4.76,4.6,4.71,53500
08-Mar-17,4.76,4.92,4.71,4.79,77000
09-Mar-17,4.83,4.91,4.68,4.71,16900
10-Mar-17,4.77,4.77,4.56,4.63,16500
13-Mar-17,4.59,4.68,4.55,4.55,16800
14-Mar-17,4.8,4.8,4.58,4.71,148800
15-Mar-17,4.86,4.97,4.76,4.83,36300
16-Mar-17,4.86,5.05,4.84,5.05,65000
17-Mar-17,4.92,5.1,4.9,5.08,62600
20-Mar-17,5.12,5.13,5.04,5.05,31900
21-Mar-17,5.11,5.11,4.9,5.0,40500
22-Mar-17,4.95,5.25,4.94,5.1,116900
23-Mar-17,5.12,5.2,5.11,5.14,30600
24-Mar-17,5.2,5.2,5.05,5.06,19900
27-Mar-17,5.06,5.09,4.97,5.06,15400
28-Mar-17,5.04,5.24,4.91,5.02,25800
29-Mar-17,4.96,5.08,4.94,5.05,15800
30-Mar-17,4.9,5.05,4.9,4.95,13500
31-Mar-17,4.95,5.18,4.85,4.9,100800
03-Apr-17,4.9,4.9,4.81,4.84,16200
04-Apr-17,4.85,4.9,4.8,4.86,29100
05-Apr-17,4.89,4.89,4.81,4.84,19700
06-Apr-17,4.83,4.95,4.82,4.87,35800
07-Apr-17,4.84,4.89,4.81,4.88,10800
10-Apr-17,4.85,4.86,4.8,4.81,4600
11-Apr-17,4.83,4.9,4.8,4.88,15300
